"","dsdingid","dsdingr","dsdbcid","dsdbcnam","dsdbccat"
"2729","10001673","GREAT EARTH BROAD SPECTRUM PHYTO-ANTIOXIDANT ACTIVES","10000258","METHIONINE",5
"2730","10001894","MAXIMOL PROPRIETARY BLEND","10000258","METHIONINE",5
"2731","10002698","ALIVE! AMINO ACID BLEND","10000258","METHIONINE",5
"2732","10003238","DAILY COMPLETE + GREEN PEA AMINO ACID COMPLEX","10000258","METHIONINE",5
"2733","10003269","ULTRA BODY TODDY AMINO ACID PROPRIETARY BLEND","10000258","METHIONINE",5
"2734","10003615","ALL IN ONE AMINO ACID BLEND","10000258","METHIONINE",5
"2735","10003699","SUPER SPECTRIM AMINO ACID BLEND","10000258","METHIONINE",5
"2736","10003922","GLACIAL MILK COMPLETE NUTRITION AMINO ACID MIX","10000258","METHIONINE",5
"2737","10004684","BODYWORX NUTRI-GENICS COMPLETE AMINO ACIDS FROM WHEY PROTEIN","10000258","METHIONINE",5
"2738","10004722","LIQUIMAX PROPRIETARY SOY AMINO ACID COMPLEX","10000258","METHIONINE",5
"2739","10004906","AMERICAN LONGEVITY MAJESTIC EARTH AMINO ACID MIX","10000258","METHIONINE",5
"2740","10005076","VITAWAVE AMINO ACID BLEND","10000258","METHIONINE",5
"2741","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10000258","METHIONINE",5
"2742","10006084","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY AMINO ACID MATRIX","10000258","METHIONINE",5
"2743","10006246","FUTUREBIOTICS ADVANCED WOMEN'S FORMULA MULTI VITAMIN ENERGY PLUS BLEND","10000258","METHIONINE",5
"2744","10006313","LIQUID HEALTH COMPLETE MULTIPLE VEGETARIAN AMINO BLEND","10000258","METHIONINE",5
"2745","10006339","LIQUIMAX AMINO ACID COMPLEX #2","10000258","METHIONINE",5
"2746","10006912","HEALTHY HABITS MAXIMUM WELLNESS PROPRIETARY AMINO ACID COMPLEX","10000258","METHIONINE",5
"2747","10001240","SOLGAR ACTIVE HERBAL BLEND","10000259","MILK THISTLE",3
"2748","10002162","HERBALIFE FORMULA 3 PROPRIETARY BLEND","10000259","MILK THISTLE",3
"2749","10003560","HARMONY FORMULAS HEPATIC CLEANSE BLEND","10000259","MILK THISTLE",3
"2750","10003919","GLACIAL MILK COMPLETE NUTRITION HERB BLEND","10000259","MILK THISTLE",3
"2751","10004331","PERFECTLY BALANCED  HERBAL BASE","10000259","MILK THISTLE",3
"2752","10005346","ENERGETIX GREENING POWER BLEND","10000259","MILK THISTLE",3
"2753","10005359","DOCTOR'S SUPER LIVER PROPRIETARY HERBAL BLEND EXTRA","10000259","MILK THISTLE",3
"2754","10005420","KNUTRIC BLEND","10000259","MILK THISTLE",3
"2755","10006310","LIQUID HEALTH COMPLETE MULTIPLE ORGAN CLEANSE & DETOX SUPPORT BLEND","10000259","MILK THISTLE",3
"2756","10006917","ARDYSS LIFE ADRYSS MULTI V PROPRIETARY BLEND","10000259","MILK THISTLE",3
"2757","10001774","LIVOTRIT PROPRIETARY BLEND","10000260","MILK THISTLE EXTRACT",3
"2758","10003267","RBC PROPRIETARY ANTIOXIDANT BLEND","10000260","MILK THISTLE EXTRACT",3
"2759","10003300","SOLGAR FOOD AND HERBAL BLEND","10000260","MILK THISTLE EXTRACT",3
"2760","10006252","TO YOUR HEALTH HERB PROFILE","10000260","MILK THISTLE EXTRACT",3
"2761","10006316","NUTRITION DEPOT SUPREME ROYAL JELLY 63.1 BLEND","10000260","MILK THISTLE EXTRACT",3
"2762","10006914","SLIMQUICK CLEANSE 6 WAYS COMPLEX","10000260","MILK THISTLE EXTRACT",3
"2763","10001262","VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND","10000261","MOLYBDENUM",2
"2764","10001791","COLLOIDAL MINERAL PROPRIETARY BLEND","10000261","MOLYBDENUM",2
"2765","10002058","NATURE'S SUNSHINE COLLOIDAL MINERAL BLEND","10000261","MOLYBDENUM",2
"2766","10002904","NATURE'S SUNSHINE TRACE MINERAL CONCENTRATE","10000261","MOLYBDENUM",2
"2767","10003268","MINERAL TODDY PROPRIETARY BLEND","10000261","MOLYBDENUM",2
"2768","10003457","DR. DONSBACH'S AQUA VITAE MINERAL BLEND","10000261","MOLYBDENUM",2
"2769","10003930","ELECTRO-VITA-MIN TRACE MINERALS","10000261","MOLYBDENUM",2
"2770","10003942","VITAMIN O PROPRIETARY FORMULA","10000261","MOLYBDENUM",2
"2771","10004463","ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX","10000261","MOLYBDENUM",2
"2772","10004511","NEW VISION MINERAL ESSENTIALS PROPRIETARY MINERAL BLEND","10000261","MOLYBDENUM",2
"2773","10004737","VEMMA PROPRIETARY MINERAL BLEND","10000261","MOLYBDENUM",2
"2774","10004845","YOUNGEVITY ANTI-AGING MIRACLE MINERALS THE VILCABAMBA MINERAL ESSENCE PROPRIETARY BLEND","10000261","MOLYBDENUM",2
"2775","10005402","URI MINERAL PURE COMPLEXED TRACE MINERAL BLEND","10000261","MOLYBDENUM",2
"2776","10006077","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY PLANT-MINERAL BLEND","10000261","MOLYBDENUM",2
"2777","10006265","TO YOUR HEALTH TRACE MINERAL BLEND","10000261","MOLYBDENUM",2
"2778","10006314","LIQUID HEALTH COMPLETE MULTIPLE SEA VEGETATION DERIVED IONIC TRACE MINERALS","10000261","MOLYBDENUM",2
"2779","10007798","GREAT START 62 COLLOIDAL TRACE MINERAL BLEND","10000261","MOLYBDENUM",2
"2780","10002221","NON-IRRADIATED PURE HERBS","10000262","MUSTARD SEED POWDER",3
"2781","10001904","NATURE'S WAY CAYENNE GINGER PROPRIETARY BLEND","10000264","MYRRH GUM",3
"2782","10001916","CC-A PROPRIETARY BLEND","10000264","MYRRH GUM",3
"2783","10001964","MICROBICIN PROPRIETARY BLEND","10000264","MYRRH GUM",3
"2784","10002029","SPECIAL FORMULA #1 PROPRIETARY BLEND","10000264","MYRRH GUM",3
"2785","10003549","VITALITY WORKS ECHINACEA GOLDENSEAL PROPRIETARY BLEND","10000264","MYRRH GUM",3
"2786","10004108","NATURE'S SUNSHINE ALL CELL DETOX PROPRIETARY BLEND","10000264","MYRRH GUM",3
"2787","10007384","SOLARAY DETOX BLEND SP-25 PROPRIETARY BLEND","10000264","MYRRH GUM",3
"2788","10001673","GREAT EARTH BROAD SPECTRUM PHYTO-ANTIOXIDANT ACTIVES","10000265","N-ACETYL CYSTEINE (NAC)",5
"2789","10002254","ULTRA PREVENTIVE PROPRIETARY BLEND","10000265","N-ACETYL CYSTEINE (NAC)",5
"2790","10004354","MUSCLETECH MASS-PRO PROPRIETARY BLEND","10000265","N-ACETYL CYSTEINE (NAC)",5
"2791","10004724","NOS BLAST CREA-FORCE BLEND","10000265","N-ACETYL CYSTEINE (NAC)",5
"2792","10005133","SUPERNUTRITION PHYTO-ANTIOXIDANT BLEND","10000265","N-ACETYL CYSTEINE (NAC)",5
"2793","10005204","4LIFE FIBROAMJ DAY-TIME FORMULA PROPRIETARY BLEND","10000265","N-ACETYL CYSTEINE (NAC)",5
"2794","10005205","4LIFE FIBROAMJ NIGHT-TIME FORMULA PROPRIETARY BLEND","10000265","N-ACETYL CYSTEINE (NAC)",5
"2795","10005216","4LIFE OTHER ANTI-AGING NUTRIENT SUPPORT PROPRIETARY BLEND","10000265","N-ACETYL CYSTEINE (NAC)",5
"2796","10005982","GASPARI NUTRITION SUPERPUMP250 PROPRIETARY BLEND","10000265","N-ACETYL CYSTEINE (NAC)",5
"2797","10006481","MUSCLETECH MASS-PRO PROPRIETARY BLEND #2","10000265","N-ACETYL CYSTEINE (NAC)",5
"2798","10007669","BODY FORTRESS SUPER ADVANCED CREATINE BCAA NITRO BLEND","10000265","N-ACETYL CYSTEINE (NAC)",5
"2799","10002672","ALIVE! GREEN FOOD/ SPIRULINA BLEND","10000266","NETTLE",3
"2800","10003464","ESSENTIALS FOR LIFE PROPRIETARY VITAMIN & ANTIOXIDANT BLEND","10000266","NETTLE",3
"2801","10003979","FLORADIX KINDER LOVE BLEND","10000266","NETTLE",3
"2802","10004281","ESSENTIALS FOR LIFE 1 PROPRIETARY VITAMIN & ANTIOXIDANT BLEND","10000266","NETTLE",3
"2803","10004412","VISION FOR LIFE GENTLE BODY CLEANSE PROPRIETARY BLEND","10000266","NETTLE",3
"2804","10006727","PROCERIN FOR MEN PROPRIETARY BLEND","10000266","NETTLE",3
"2805","10007942","MIGENETICS AFRICAN ORIGIN PROPRIETARY ORGANIC & KOSHER GREEN SUPERFOOD BLEND","10000266","NETTLE",3
"2806","10001355","SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2","10000267","NETTLE LEAVES",3
"2807","10001375","SUPERNUTRITION HERBAL PROPRIETARY BLEND #2","10000267","NETTLE LEAVES",3
"2808","10001378","SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6","10000267","NETTLE LEAVES",3
"2809","10001623","METABOLITE PROPRIETARY BLEND","10000267","NETTLE LEAVES",3
"2810","10002165","METABOLIFE 356 PROPRIETARY BLEND","10000267","NETTLE LEAVES",3
"2811","10002258","GUEYE HERBAL COMPLEX","10000267","NETTLE LEAVES",3
"2812","10002437","ELECTRIM DIET FORMULA PROPRIETARY BLEND","10000267","NETTLE LEAVES",3
"2813","10002528","META-BIOLOGICAL PROPRIETARY BLEND","10000267","NETTLE LEAVES",3
"2814","10004096","NATURE'S SUNSHINE METABOMAX PROPRIETARY BLEND","10000267","NETTLE LEAVES",3
"2815","10004298","METAB-O-LITE PLUS PROPRIETARY BLEND","10000267","NETTLE LEAVES",3
"2816","10005131","SUPERNUTRITION HERB-GREENFOOD BLEND","10000267","NETTLE LEAVES",3
"2817","10005238","NATURE'S WAY ALIVE! GREEN FOOD/SPIRULINA BLEND #2","10000267","NETTLE LEAVES",3
"2818","10005324","NATURE'S WAY ALIVE! GREEN FOOD/SPIRULINA BLEND #3","10000267","NETTLE LEAVES",3
"2819","10005559","NATURE'S SUNSHINE MENSTRUAL REG PROPRIETARY BLEND","10000267","NETTLE LEAVES",3
"2820","10005816","NATURE'S SUNSHINE I-X PROPRIETARY BLEND","10000267","NETTLE LEAVES",3
"2821","10005913","FIRST CLEANSE RENEW LIFE FIRST CLEANSE 1 PROPRIETARY BLEND","10000267","NETTLE LEAVES",3
"2822","10006086","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY HERBAL EXTRACT BLEND","10000267","NETTLE LEAVES",3
"2823","10006710","NSI NUTRACEUTICAL SCIENCES INSTITUTE WHOLE FOOD SHAKE GREEN FOODS BLEND","10000267","NETTLE LEAVES",3
"2824","10007779","SUPER NUTRITION SIMPLY ONE MEN NUTRITIONAL HERB - GREENFOOD BLEND","10000267","NETTLE LEAVES",3
"2825","10001791","COLLOIDAL MINERAL PROPRIETARY BLEND","10000269","NICKEL",2
"2826","10001894","MAXIMOL PROPRIETARY BLEND","10000269","NICKEL",2
"2827","10002058","NATURE'S SUNSHINE COLLOIDAL MINERAL BLEND","10000269","NICKEL",2
"2828","10002904","NATURE'S SUNSHINE TRACE MINERAL CONCENTRATE","10000269","NICKEL",2
"2829","10003268","MINERAL TODDY PROPRIETARY BLEND","10000269","NICKEL",2
"2830","10003457","DR. DONSBACH'S AQUA VITAE MINERAL BLEND","10000269","NICKEL",2
"2831","10003930","ELECTRO-VITA-MIN TRACE MINERALS","10000269","NICKEL",2
"2832","10004463","ISOTONIX COLLOIDAL PLANT MINERAL COMPLEX","10000269","NICKEL",2
"2833","10004511","NEW VISION MINERAL ESSENTIALS PROPRIETARY MINERAL BLEND","10000269","NICKEL",2
"2834","10004686","BODYWORX NUTRI-GENICS COMPLETE TRACE MINERALS","10000269","NICKEL",2
"2835","10004737","VEMMA PROPRIETARY MINERAL BLEND","10000269","NICKEL",2
"2836","10005402","URI MINERAL PURE COMPLEXED TRACE MINERAL BLEND","10000269","NICKEL",2
"2837","10006077","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY PLANT-MINERAL BLEND","10000269","NICKEL",2
"2838","10006265","TO YOUR HEALTH TRACE MINERAL BLEND","10000269","NICKEL",2
"2839","10006314","LIQUID HEALTH COMPLETE MULTIPLE SEA VEGETATION DERIVED IONIC TRACE MINERALS","10000269","NICKEL",2
"2840","10007382","TRUEHOPE EMPOWERPLUS PROPRIETARY BLEND","10000269","NICKEL",2
"2841","10007798","GREAT START 62 COLLOIDAL TRACE MINERAL BLEND","10000269","NICKEL",2
"2842","10001947","BIO-METABOLIC NUTRITION BLEND","10000270","NUCLEIC ACID",4
"2843","10001167","B LEAN FIBER BLEND","10000271","OAT BRAN",3
"2844","10001201","SOLGAR WHOLE FOOD/HERBAL BLEND","10000271","OAT BRAN",3
"2845","10002752","ESSENTIALS MINI'S FOOD BASE BLEND","10000271","OAT BRAN",3
"2846","10002924","ULTRA MAN PROPRIETARY HERBAL BLEND","10000271","OAT BRAN",3
"2847","10003049","YERBA PRIMA CONCENTRATED FIBER BLEND","10000271","OAT BRAN",3
"2848","10003944","YERBA PRIMA CONCENTRATED SOLUBLE FIBER BLEND","10000271","OAT BRAN",3
"2849","10004473","BLENDED FIBER PROPRIETARY BLEND","10000271","OAT BRAN",3
"2850","10005046","CELLULAR RESEARCH FORMULAS COLON CLEAR PROPRIETARY BLEND","10000271","OAT BRAN",3
"2851","10005100","JUICE PLUS+ GARDEN PROPRIETARY BLEND","10000271","OAT BRAN",3
"2852","10005426","JP+ GUMMIES VEGGIES PROPRIETARY BLEND","10000271","OAT BRAN",3
"2853","10005710","PREMIER RESEARCH LABS QUANTUM ADAPTOGEN COMPLEX PROPRIETARY BLEND","10000271","OAT BRAN",3
"2854","10005753","ENZYMATIC THERAPY FIBER FUSION PROPRIETARY FIBER BLEND","10000271","OAT BRAN",3
"2855","10005853","NATURE'S SUNSHINE NATURE'S THREE FIBER PROPRIETARY BLEND","10000271","OAT BRAN",3
"2856","10006935","NATURE'S SUNSHINE LOCLO PROPRIETARY BLEND","10000271","OAT BRAN",3
"2857","10007256","LIFE'S FORTUNE MULTI-VITAMIN & MINERAL PROPRIETARY BLEND","10000271","OAT BRAN",3
"2858","10001941","VITALERBS PROPRIETARY BLEND","10000272","OAT STRAW",3
"2859","10002807","NATURE'S SUNSHINE MEN'S X-ACTION PROPRIETARY BLEND","10000272","OAT STRAW",3
"2860","10003622","DAILY COMPLETE + WHOLE SUPERFOOD GREEN COMPLEX","10000272","OAT STRAW",3
"2861","10004212","SP GASTREX PROPRIETARY BLEND","10000272","OAT STRAW",3
"2862","10005075","VITAWAVE HERBAL BLEND","10000272","OAT STRAW",3
"2863","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10000272","OAT STRAW",3
"2864","10001639","UP YOUR GAS PROPRIETARY BLEND","10000273","OCTACOSANOL",4
"2865","10002254","ULTRA PREVENTIVE PROPRIETARY BLEND","10000273","OCTACOSANOL",4
"2866","10004247","ALTOVIS PROPRIETARY BLEND","10000273","OCTACOSANOL",4
"2867","10005452","NATURE'S SUNSHINE ULTIMATE GREENZONE PROPRIETARY BLEND","10000273","OCTACOSANOL",4
"2868","10005979","ENERGIZE PROPRIETARY NAVITAS FORMULA","10000273","OCTACOSANOL",4
"2869","10007256","LIFE'S FORTUNE MULTI-VITAMIN & MINERAL PROPRIETARY BLEND","10000273","OCTACOSANOL",4
"2870","10007483","RAINBOW LIGHT PROTECTIVE PHYTO-NUTRIENT FOODS BLEND","10000273","OCTACOSANOL",4
"2871","10001160","TONALIN PROPRIETARY BLEND","10000274","OLEIC ACID",4
"2872","10002677","ALIVE! OMEGA FATTY ACID SEED BLEND","10000274","OLEIC ACID",4
"2873","10005522","INFLAME AWAY CELADRIN PROPRIETARY BLEND","10000274","OLEIC ACID",4
"2874","10005808","COUNTRY LIFE CANOLA FATTY ACID COMPLEX","10000274","OLEIC ACID",4
"2875","10006156","VALERIE SAXION'S SILVER CREEK LABS, LTD. SMART FOCUS PROPRIETARY BLEND","10000274","OLEIC ACID",4
"2876","10006292","LIQUID HEALTH COMPLETE MULTIPLE ESSENTIAL FATTY ACID BLEND","10000274","OLEIC ACID",4
"2877","10000835","DAILY COMPLETE + ESSENTIAL FATTY ACID COMPLEX","10000275","OLIVE OIL",3
"2878","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10000275","OLIVE OIL",3
"2879","10007476","NUTRAPATHIC MULTIPLE 'PLUS' PROPRIETARY BLEND","10000280","OX BILE",4
"2880","10007740","NATURE'S BOUNTY ULTRA MAN MEN'S HEALTH BLEND","10000281","OYSTER EXTRACT",4
"2881","10001160","TONALIN PROPRIETARY BLEND","10000282","PALMITIC ACID",4
"2882","10002677","ALIVE! OMEGA FATTY ACID SEED BLEND","10000282","PALMITIC ACID",4
"2883","10005522","INFLAME AWAY CELADRIN PROPRIETARY BLEND","10000282","PALMITIC ACID",4
"2884","10006292","LIQUID HEALTH COMPLETE MULTIPLE ESSENTIAL FATTY ACID BLEND","10000282","PALMITIC ACID",4
"2885","10002182","ZYPAN PROPRIETARY BLEND","10000283","PANCREATIN",4
"2886","10004964","ULTRA PLAN DIETER'S MULTI-VITAMIN BPP PLUS BLEND","10000283","PANCREATIN",4
"2887","10005627","WELLEMENTS PRO-RATED PRO-DIGESTIVE BLEND","10000283","PANCREATIN",4
"2888","10002170","MARTRIM PROPRIETARY BLEND","10000284","PANTOTHENIC ACID",1
"2889","10003965","VITA AMINO NOPAL BLEND","10000284","PANTOTHENIC ACID",1
"2890","10007899","NEUROSTIN PROPRIETARY FORMULA","10000284","PANTOTHENIC ACID",1
"2891","10001653","SUNDOWN B-FACTOR BLEND","10000286","PARA-AMINOBENZOIC ACID (PABA)",4
"2892","10001597","SCHIFF B COMPLEX PROPRIETARY BLEND","10000287","PARSLEY POWDER",3
"2893","10004067","GENERIC8 B 50 PROPRIETARY BLEND","10000287","PARSLEY POWDER",3
"2894","10004069","GENERIC8 MULTIPLE VITAMIN & MINERAL PROPRIETARY BLEND","10000287","PARSLEY POWDER",3
"2895","10004736","TRADER DARWIN'S B '100' PROPRIETARY BLEND","10000287","PARSLEY POWDER",3
"2896","10006305","LIQUID HEALTH COMPLETE MULTIPLE DIGESTIVE SUPPORT COMPLEX","10000287","PARSLEY POWDER",3
"2897","10000860","SUNDOWN BASE COMPLEX BLEND","10000289","PARSLEY",3
"2898","10001199","SOLGAR SPECIAL NATURAL POWDERED BLEND","10000289","PARSLEY",3
"2899","10001201","SOLGAR WHOLE FOOD/HERBAL BLEND","10000289","PARSLEY",3
"2900","10001497","EQUINOX PROPRIETARY BLEND","10000289","PARSLEY",3
"2901","10001653","SUNDOWN B-FACTOR BLEND","10000289","PARSLEY",3
"2902","10002024","K HERBAL PROPRIETARY BLEND","10000289","PARSLEY",3
"2903","10002027","SINUS PROPRIETARY BLEND","10000289","PARSLEY",3
"2904","10002028","SKELETAL STRENGTH PROPRIETARY BLEND","10000289","PARSLEY",3
"2905","10002040","TS-II THYROID PROPRIETARY BLEND","10000289","PARSLEY",3
"2906","10002067","PRESS-EAZE PROPRIETARY BLEND","10000289","PARSLEY",3
"2907","10002129","PURITAN'S PRIDE FORMULA 100 PROPRIETARY BLEND","10000289","PARSLEY",3
"2908","10002145","SUNDOWN ALFALFA BASE COMPLEX","10000289","PARSLEY",3
"2909","10002248","VITAMIN WORLD B COMPLEX PROPRIETARY BLEND","10000289","PARSLEY",3
"2910","10002327","ULTIMATE LIVING VEGETABLE BLEND 1070","10000289","PARSLEY",3
"2911","10002387","DAILY COMPLETE + FRUIT AND VEGETABLE PHYTONUTRIENT COMPLEX  WHOLE JUICE","10000289","PARSLEY",3
"2912","10002445","THOMPSON B COMPLEX BASE COMPLEX BLEND","10000289","PARSLEY",3
"2913","10002763","SOLGAR FORMULA VM-75 NATURAL POWDERED BLEND","10000289","PARSLEY",3
"2914","10002882","YUMMI BEARS VEGETABLE & FRUIT CONCENTRATE","10000289","PARSLEY",3
"2915","10002925","VITAMIN WORLD B-50 PROPRIETARY BLEND","10000289","PARSLEY",3
"2916","10003009","PERFECT VEGGIE BLEND","10000289","PARSLEY",3
"2917","10003021","RAINBOW LIGHT VEGETABLE & HERB BLEND","10000289","PARSLEY",3
"2918","10003028","NUTRI STARS 4:1 VEGETABLE CONCENTRATES","10000289","PARSLEY",3
"2919","10003301","SOLGAR NATURAL POWDERED BLEND #2","10000289","PARSLEY",3
"2920","10003352","METABALANCE 44 PROPRIETARY BLEND","10000289","PARSLEY",3
"2921","10003618","ALL IN ONE HERBAL BLEND EXTRACT STANDARDIZED 1:4","10000289","PARSLEY",3
"2922","10003994","GREEN NUTRIENTS PROPRIETARY BLEND","10000289","PARSLEY",3
"2923","10004006","PURITAN'S PRIDE B-COMPLEX PROPRIETARY BLEND","10000289","PARSLEY",3
"2924","10004091","NATURE'S SUNSHINE THYROID ACTIVATOR PROPRIETARY BLEND","10000289","PARSLEY",3
"2925","10004105","NATURE'S SUNSHINE LIVER CLEANSE FORMULA PROPRIETARY BLEND","10000289","PARSLEY",3
"2926","10004125","PURITAN'S PRIDE TIME RELEASE B-50 PROPRIETARY BLEND","10000289","PARSLEY",3
"2927","10004141","BARLEAN'S GREEN VEGETABLES BLEND","10000289","PARSLEY",3
"2928","10004392","ALTRUM SUPERFOODS BLEND","10000289","PARSLEY",3
"2929","10004417","NUTRITION WAREHOUSE B-100 COMPLEX PROPRIETARY BLEND","10000289","PARSLEY",3
"2930","10004620","NATURE'S BOUNTY B-COMPLEX PROPRIETARY BLEND","10000289","PARSLEY",3
"2931","10004857","L'IL CRITTERS FRUIT & VEGGIE BEARS PROPRIETARY BLEND","10000289","PARSLEY",3
"2932","10004963","ULTRA PLAN DIETER'S MULTI-VITAMIN HERBAL BLEND","10000289","PARSLEY",3
"2933","10005009","GARDEN OF LIFE PERFECT VEGGIE BLEND","10000289","PARSLEY",3
"2934","10005189","SOLGAR WHOLE FOOD/HERBAL BLEND #2","10000289","PARSLEY",3
"2935","10005221","HERO NUTRITIONALS YUMMI BEARS VEGETABLE & FRUIT CONCENTRATES #2","10000289","PARSLEY",3
"2936","10005346","ENERGETIX GREENING POWER BLEND","10000289","PARSLEY",3
"2937","10005426","JP+ GUMMIES VEGGIES PROPRIETARY BLEND","10000289","PARSLEY",3
"2938","10005785","REXALL B COMPLEX PROPRIETARY BLEND","10000289","PARSLEY",3
"2939","10005836","WHOLE FOODS GREENS BLEND VEGETABLE AND FRUIT BLEND","10000289","PARSLEY",3
"2940","10005850","CVS PHARMACY BALANCED B-50 PROPRIETARY BLEND","10000289","PARSLEY",3
"2941","10005924","AWARENESSLIFE DAILY COMPLETE PROPRIETARY BLEND","10000289","PARSLEY",3
"2942","10006006","ISAGENIX ESSENTIALS FOR MEN PROPRIETARY BLEND","10000289","PARSLEY",3
"2943","10006085","HEALTH DIRECT NATURE'S OPTIMAL NUTRITION PROPRIETARY EXCLUSIVE PHYTONUTRIENT FRUIT AND VEGETABLE BLEND","10000289","PARSLEY",3
"2944","10006168","JUICE FOR LIFE POWER VEGGIE FORMULA PROPRIETARY ORGANIC VEGETABLE BLEND","10000289","PARSLEY",3
"2945","10006275","ARBONNE'S SUPER PROFOOD BLEND","10000289","PARSLEY",3
"2946","10006425","PURITAN'S PRIDE B-COMPLEX PROPRIETARY BLEND #2","10000289","PARSLEY",3
"2947","10006713","NSI NUTRACEUTICAL SCIENCES INSTITUTE WHOLE FOOD SHAKE VEGETABLE BLEND","10000289","PARSLEY",3
"2948","10006755","VITAMIN WORLD MEGA B-100 PROPRIETARY BLEND","10000289","PARSLEY",3
"2949","10006796","VITADAILY PROPRIETARY BLEND OF 25 WHOLE FOOD CONCENTRATES","10000289","PARSLEY",3
"2950","10006909","HEALTHY HABITS MAXIMUM WELLNESS PROPRIETARY FRUIT, VEGETABLE AND BIOFLAVONOID BLEND","10000289","PARSLEY",3
"2951","10007098","KENZEN MEGA DAILY 4 ORGANIC VEGETABLE BLEND","10000289","PARSLEY",3
"2952","10007306","NANOGREENS10 FRUIT & VEGETABLE PROPRIETARY BLEND","10000289","PARSLEY",3
"2953","10007352","GARDEN OF LIFE POTEN-ZYME VEGGIE JUICE BLEND","10000289","PARSLEY",3
"2954","10007703","ULTIMATE LIVING GREEN MIRACLE VEGETABLE BLEND","10000289","PARSLEY",3
"2955","10007807","NATURE'S WAY ALIVE! GARDEN VEGGIES BLEND #2","10000289","PARSLEY",3
"2956","10007942","MIGENETICS AFRICAN ORIGIN PROPRIETARY ORGANIC & KOSHER GREEN SUPERFOOD BLEND","10000289","PARSLEY",3
"2957","10007950","MIGENETICS AFRICAN ORIGIN ORGANIC VEGETABLE BLEND","10000289","PARSLEY",3
"2958","10007964","BERRY GREENS BOOST PROPRIETARY BLEND","10000289","PARSLEY",3
"2959","10008043","ALL ONE GREEN PHYTO BASE MULTIPLE VITAMIN & MINERAL POWDER CRUCIFEROUS VEGETABLE JUICE POWDER BLEND #2","10000289","PARSLEY",3
"2960","10002008","IGS II PROPRIETARY BLEND","10000292","PARTHENIUM ROOT",3
"2961","10002011","X-A PROPRIETARY BLEND","10000292","PARTHENIUM ROOT",3
"2962","10002015","IN-X PROPRIETARY BLEND","10000292","PARTHENIUM ROOT",3
"2963","10002029","SPECIAL FORMULA #1 PROPRIETARY BLEND","10000292","PARTHENIUM ROOT",3
"2964","10004094","NATURE'S SUNSHINE BOWEL DETOX PROPRIETARY BLEND","10000292","PARTHENIUM ROOT",3
"2965","10004095","NATURE'S SUNSHINE LYMPH GLAND CLEANSE PROPRIETARY BLEND","10000292","PARTHENIUM ROOT",3
"2966","10004108","NATURE'S SUNSHINE ALL CELL DETOX PROPRIETARY BLEND","10000292","PARTHENIUM ROOT",3
"2967","10001355","SUPERNUTRITION HERB AND HERBAL EXTRACT PROPRIETARY BLEND #2","10000294","PAU D'ARCO BARK",3
"2968","10001375","SUPERNUTRITION HERBAL PROPRIETARY BLEND #2","10000294","PAU D'ARCO BARK",3
"2969","10001378","SUPERNUTRITION HERB-FLOWER PETAL PROPRIETARY BLEND #6","10000294","PAU D'ARCO BARK",3
"2970","10002054","BP-X PROPRIETARY BLEND","10000294","PAU D'ARCO BARK",3
"2971","10004101","NATURE'S SUNSHINE YEAST / FUNGAL DETOX PROPRIETARY BLEND","10000294","PAU D'ARCO BARK",3
"2972","10004624","SUPREME GREENS WITH MSM PROPRIETARY BLEND","10000294","PAU D'ARCO BARK",3
"2973","10005104","PREFERRED GREENS PLUS WITH MSM PROPRIETARY BLEND","10000294","PAU D'ARCO BARK",3
"2974","10005107","ORIGINAL SUPREME GREENS WITH MSM PROPRIETARY BLEND","10000294","PAU D'ARCO BARK",3
"2975","10005205","4LIFE FIBROAMJ NIGHT-TIME FORMULA PROPRIETARY BLEND","10000294","PAU D'ARCO BARK",3
"2976","10005405","INNERLIGHT SUPERGREENS BLEND","10000294","PAU D'ARCO BARK",3
"2977","10005452","NATURE'S SUNSHINE ULTIMATE GREENZONE PROPRIETARY BLEND","10000294","PAU D'ARCO BARK",3
"2978","10004498","DOUGLAS LABS CV SUPPORT PROPRIETARY BLEND","10000295","PECTIN",4
"2979","10006181","BCSS BODY CHEMISTRY SUPPORT SYSTEM BALTONE BLEND","10000296","PEPPERMINT",3
"2980","10006283","ARBONNE'S DIGESTIVE HERBAL COMPLEX","10000296","PEPPERMINT",3
"2981","10006919","RAINBOW LIGHT 2:1 HERBAL TONICS","10000296","PEPPERMINT",3
"2982","10004498","DOUGLAS LABS CV SUPPORT PROPRIETARY BLEND","10000297","PEPSIN",4
