"","dsdsupid","dsdsupp","dsdsrce","dsdtype","dsdservq","dsdservu","dsdcntv","dsdcntm","dsdcnta","dsdcntb","dsdcnto"
"648","1000077700","PURITAN'S PRIDE VITA-MIN COMPLETE FORMULA #1 VITAMINS, MINERALS & AMINO ACIDS",9,4,6,18,13,11,10,13,6
"649","1000077701","PURITAN'S PRIDE VITA-MIN COMPLETE FORMULA #1 VITAMINS, MINERALS & AMINO ACIDS",9,4,6,18,13,10,10,16,7
"650","1000077900","PURITAN'S PRIDE NATURAL GARLIC OIL 1000 MG SOFTGELS",7,4,1,16,0,0,0,1,0
"651","1000078100","PURITAN'S PRIDE LECITHIN 500 MG SOFTGELS",7,4,1,16,0,0,0,0,1
"652","1000078200","PURITAN'S PRIDE ULTRA LECITHIN 1200 MG SOFTGELS",7,4,1,16,0,0,0,0,1
"653","1000078201","PURITAN'S PRIDE ULTRA SOYA LECITHIN 1200 MG (19 GR)",9,4,1,16,0,0,0,1,8
"654","1000078301","PURITAN'S PRIDE MEGA SOY LECITHIN 1325 MG (21 GR)",9,4,1,16,0,0,0,1,6
"655","1000078600","PURITAN'S PRIDE NATURAL OYSTER CALCIUM",7,4,2,18,2,1,0,0,0
"656","1000078700","PURITAN'S PRIDE CHOLINE 650 MG",7,4,1,18,1,0,0,0,0
"657","1000078900","PURITAN'S PRIDE ACTIVIN GRAPESEED EXTRACT 100 MG CAPSULES",7,4,1,2,0,0,0,2,0
"658","1000079000","PURITAN'S PRIDE MULTI MEGA MINERALS",9,4,2,18,1,8,1,0,3
"659","1000079001","PURITAN'S PRIDE MULTI MEGA MINERALS",9,4,2,18,1,8,1,0,4
"660","1000079100","SAV-ON MULTIPLE VITAMINS WITH CALCIUM, IRON, & ZINC",8,4,1,18,11,3,0,0,0
"661","1000079200","SAV-ON MULTIPLE VITAMINS WITH BETA CAROTENE",8,4,1,18,11,0,0,0,0
"662","1000079300","FUTUREBIOTICS CHROMIUM PICOLINATE 200 MCG",8,4,1,2,0,1,0,0,0
"663","1000079401","ROYAL BRITTANY EVENING PRIMROSE OIL1300 MG 117 MG GLA (9%)",9,4,1,16,0,0,0,1,6
"664","1000079500","ROYAL BRITTANY EVENING PRIMROSE OIL 500 MG AMERICAN HEALTH",8,4,1,16,0,0,0,1,2
"665","1000079600","SPRING VALLEY MATURE SENTURY-VITE",8,3,1,18,13,15,0,0,4
"666","1000079601","SPRING VALLEY MATURE SENTURY-VITE NOW WITH LUTEIN FORMULATED FOR ADULTS 50+ MULTIVITAMIN",9,3,1,18,13,14,0,0,4
"667","1000079602","SPRING VALLEY MATURE SENTURY-VITE NOW WITH LYCOPENE FORMULATED FOR ADULTS 50+ MULTIVITAMIN",9,3,1,18,13,14,0,0,5
"668","1000079800","PAIN FREE GLUCOSAMINE 500 MG CHONDROITIN 400 MG SCHIFF",9,4,1,1,0,0,0,0,4
"669","1000080000","SPRING VALLEY ST. JOHN'S WORT 0.3% 300 MG",8,4,1,2,0,0,0,2,0
"670","1000080001","SPRING VALLEY STANDARDIZED EXTRACT ST. JOHN'S WORT 0.3% 300 MG",9,4,1,2,0,0,0,2,0
"671","1000080002","SPRING VALLEY STANDARDIZED EXTRACT ST. JOHN'S WORT",9,4,2,2,0,0,0,1,0
"672","1000080300","THE VITAMIN SHOPPE DRY A & D WITH BETA CAROTENE 10,000 IU / 200 IU",7,4,1,2,2,0,0,0,1
"673","1000080401","THE VITAMIN SHOPPE NORWEGIAN COD LIVER OIL",8,4,1,16,2,0,0,0,0
"674","1000080500","PURITAN'S PRIDE ENERVITE",1,4,2,18,1,0,0,3,3
"675","1000080600","PURITAN'S PRIDE ONE",7,4,1,18,13,11,0,0,5
"676","1000080601","PURITAN'S PRIDE COMPLETE ONE TIME RELEASE",9,4,1,18,13,11,0,0,4
"677","1000080700","PURITAN'S PRIDE KELP",7,4,1,18,0,1,0,0,0
"678","1000080701","PURITAN'S PRIDE SEA KELP 100 MG 150 MCG OF NATURAL SOURCE IODINE",9,4,1,18,0,1,0,0,0
"679","1000080800","PURITAN'S PRIDE BETAINE HYDROCHLORIDE 400 MG",9,4,1,18,0,0,0,0,1
"680","1000080900","PURITAN'S PRIDE CHELATED ZINC 50 MG (ZINC GLUCONATE)",9,4,1,1,0,1,0,0,0
"681","1000081000","CENTRUM SINGLES CALCIUM 500 MG",5,4,1,16,0,1,0,0,0
"682","1000081100","SUNKIST VITAMIN C CITRUS COMPLEX 500 MG",9,4,1,18,1,0,0,0,3
"683","1000081200","SUNKIST CHILDREN'S CHEWABLE MULTIVITAMINS + EXTRA C",9,1,1,18,11,0,0,0,3
"684","1000081300","SUNKIST CHILDREN'S CHEWABLE MULTIVITAMINS COMPLETE WITH CALCIUM, IRON & MINERALS",9,1,1,18,13,8,0,0,3
"685","1000081400","JARROW MULTI 1-TO-3",8,4,3,18,13,9,0,5,4
"686","1000081402","JARROW FORMULAS MULTI 1-TO-3 WITH LUTEIN AND BILBERRY MULTI-VITAMIN / MINERAL FORMULA COMPREHENSIVE MULTI WITH ANTIOXIDA",9,4,3,18,13,9,0,3,5
"687","1000083200","PURITAN'S PRIDE VITAMIN E-400 IU",9,4,1,16,1,0,0,0,0
"688","1000083300","PURITAN'S PRIDE NATURAL VITAMIN E-400 IU D-ALPHA TOCOPHERYL",9,4,1,16,1,0,0,0,0
"689","1000083600","KROGER HIGH POTENCY VITAMINS AND MINERALS",9,4,1,18,12,7,0,0,2
"690","1000083700","KROGER ONE DAILY HIGH POTENCY MULTIVITAMINS",9,4,1,18,11,0,0,0,1
"691","1000083701","KROGER ONE DAILY ESSENTIAL MULTIPLE VITAMINS",9,4,1,18,11,0,0,0,1
"692","1000083900","MARQUEE PRENATAL VITAMINS",9,2,1,18,10,3,0,0,0
"693","1000084000","MARQUEE PLUS IRON MULTIPLE VITAMINS",9,4,1,18,11,1,0,0,0
"694","1000084300","TARGET MULTIPLE VITAMINS ESSENTIAL",9,4,1,18,11,0,0,0,0
"695","1000084500","COUNTRY LIFE VITAMIN B-6 50 MG",9,4,1,18,1,0,0,0,0
"696","1000085200","NATURE'S BLEND VITAMIN E 400 IU",9,4,1,16,1,0,0,0,0
"697","1000085700","AMIDE MULTI VITA-BETS WITH 0.5 MG FLUORIDE AND IRON CHEWABLE TABLETS",9,4,1,18,10,4,0,0,0
"698","1000085800","AMIDE MULTI VITA-BETS WITH FLUORIDE 0.25 MG CHEWABLE TABLETS",9,1,1,18,10,1,0,0,0
"699","1000085900","AMIDE MULTI VITA-BETS WITH 0.5 MG FLUORIDE",9,4,1,18,10,1,0,0,0
"700","1000086000","AMIDE MULTI VITA-BETS WITH 1.0 MG FLUORIDE TABLETS",9,1,1,18,10,1,0,0,0
"701","1000086100","SOURCE NATURALS MELATONIN",9,4,1,18,1,0,0,0,1
"702","1000086200","CITRACAL CALCIUM CITRATE",9,4,2,18,0,1,0,0,0
"703","1000086400","CITRACAL CALCIUM CITRATE CAPLETS + D",9,4,2,1,1,1,0,0,0
"704","1000086500","CITRACAL PLUS WITH MAGNESIUM CALCIUM CITRATE VITAMIN D AND MULTI-MINERAL",9,4,2,18,2,6,0,0,0
"705","1000086501","CITRACAL PLUS WITH MAGNESIUM ULTRADENSE CALCIUM CITRATE VITAMIN D AND MULTI-MINERAL",9,4,2,18,2,6,0,0,0
"706","1000086502","CITRACAL CALCIUM CITRATE WITH VITAMIN D PLUS MAGNESIUM + 4 OTHER BONE HEALTH MINERALS MULTIMINERAL BAYER",9,4,2,18,2,6,0,0,0
"707","1000086600","ONE A DAY ESSENTIAL HIGH POTENCY MULTIVITAMIN",9,4,1,18,11,0,0,0,0
"708","1000086601","ONE A DAY ESSENTIAL MULTIVITAMIN",9,4,1,18,11,0,0,0,1
"709","1000086602","ONE A DAY ESSENTIAL MULTIVITAMIN / MINERAL",9,4,1,18,11,1,0,0,1
"710","1000086701","RUGBY NATURAL CHEWABLE CALCIUM-500 MG",9,4,2,18,1,1,0,0,3
"711","1000087600","CVS ACHIEVE MATURE ADULT MULTIVITAMIN WITH HERBS",9,3,1,1,13,16,0,6,11
"712","1000087700","CVS ACHIEVE CHILDREN'S CHEWABLE THE COMPLETE MULTIVITAMIN WITH MINERALS",9,1,1,1,14,10,0,4,1
"713","1000088300","ECKERD DAILY IMPACT MULTIVITAMIN WITH HERBS",9,4,1,1,14,16,0,5,6
"714","1000088500","EQUATE EXTRA STRENGTH CHEWABLE ANTACID TABLETS",9,4,2,18,0,1,0,0,4
"715","1000088501","EQUATE EXTRA STRENGTH ANTACID TABLETS CALCIUM CARBONATE 750 MG ANTACID / CALCIUM",9,4,2,18,0,2,0,0,3
"716","1000088600","EQUATE REGULAR STRENGTH CHEWABLE ANTACID TABLETS",9,4,2,18,0,1,0,0,4
"717","1000088601","EQUATE REGULAR STRENGTH ANTACID TABLETS CALCIUM CARBONATE 500 MG ANTACID / CALCIUM",9,4,2,18,0,2,0,0,3
"718","1000088700","EQUATE ULTRA STRENGTH CHEWABLE ANTACID TABLETS",9,4,2,18,0,1,0,0,4
"719","1000088701","EQUATE ULTRA STRENGTH ANTACID TABLETS CALCIUM CARBONATE 1000 MG ANTACID / CALCIUM",9,4,2,18,0,1,0,0,2
"720","1000089100","KIRKLAND SIGNATURE GLUCOSAMINE SULFATE COMPLEX 500 MG",9,4,1,18,0,0,0,0,2
"721","1000089300","KIRKLAND SIGNATURE NATURAL VITAMIN C 1000 MG WITH ROSE HIPS",9,4,1,18,1,0,0,0,0
"722","1000089400","KIRKLAND SIGNATURE HI-CAL 500 MG CALCIUM",9,4,1,18,0,1,0,0,0
"723","1000090300","NEPHROCAPS DIALYSIS/STRESS VITAMIN",9,4,1,16,9,0,0,0,0
"724","1000091201","SUNDOWN ADVANCED SUNVITE HIGH IN ANTIOXIDANTS",9,4,1,18,13,16,0,0,3
"725","1000091202","SUNDOWN SUNVITE WITH LUTEIN MULTIVITAMIN HIGH IN ANTIOXIDANTS",8,4,1,1,13,16,0,0,4
"726","1000091203","SUNDOWN SUNVITE ADVANCED FORMULA WITH LUTEIN AND LYCOPENE MULTI-VITAMIN AND MULTI-MINERAL FORMULA",9,4,1,18,13,16,0,0,4
"727","1000091300","CALTRATE 600 PLUS CALCIUM WITH VITAMIN D & MINERALS",9,4,1,18,1,6,0,0,0
"728","1000091301","CALTRATE 600 + D PLUS MINERALS CALCIUM NOW WITH DOUBLE THE VITAMIN D",9,4,1,18,1,6,0,0,0
"729","1000091400","SUNKIST VITAMIN C CITRUS COMPLEX CHEWABLE 250 MG",9,4,1,18,1,0,0,0,3
"730","1000091500","SOLGAR L-LYSINE 500 MG",9,4,1,2,0,0,1,0,0
"731","1000091600","SOLGAR RUTIN 500 MG",9,4,1,18,0,1,0,0,2
"732","1000091800","WEST COAST LABORATORIES PRENATAL WITH FOLIC ACID",9,2,1,18,9,7,0,0,1
"733","1000092200","TRI-MED MULTI-VITAMIN DROPS WITH FLUORIDE 0.25 MG",9,1,1,10,9,1,0,0,0
"734","1000092300","TRI-MED TRI-VITAMIN DROPS WITH FLUORIDE 0.25 MG",9,1,1,10,3,1,0,0,0
"735","1000092400","TRI-MED CHILDREN'S MULTI-VITAMIN DROPS",9,1,1,10,9,0,0,0,0
"736","1000092700","S.S.S. TONIC A HIGH POTENCY IRON / B-VITAMIN",9,4,3,17,3,1,0,0,0
"737","1000092702","S.S.S. TONIC FORTIFIED WITH IRON / VITAMINS",8,4,3,17,3,1,0,0,0
"738","1000092900","S.S.S. TONIC HIGH POTENCY VITAMIN TABLETS MULTIVITAMIN AND MULTIMINERAL IRON ZINC VITAMINS MINERALS & ANTI-OXIDANT VITAM",9,4,2,18,10,5,0,0,0
"739","1000093300","NUTRILITE IRON-FOLIC PLUS",9,4,1,18,1,2,0,1,0
"740","1000093400","THER-RX PRECARE CONCEIVE PRECONCEPTION/PRENATAL MULTIVITAMIN / MINERAL TABLET",9,2,1,18,8,5,0,0,0
"741","1000093401","THER-RX PRECARE CONCEIVE PERI-CONCEPTION MULTIVITAMIN / MINERAL TABLET",9,2,1,18,8,5,0,0,0
"742","1000093500","THER-RX PRECARE CHEWABLES VANILLA-FLAVORED MULTIVITAMIN / MINERAL TABLET",9,2,1,18,5,5,0,0,0
"743","1000093501","THER-RX PRECARE CHEWABLES FLAVORED MULTIVITAMIN / MINERAL TABLET",9,2,1,18,5,5,0,0,0
"744","1000093600","THER-RX PREMESIS RX PRENATAL MULTIVITAMIN / MINERAL TABLET WITH CONTROLLED-RELEASE VITAMIN B6",9,2,1,18,3,1,0,0,0
"745","1000093700","THER-RX PRECARE PRENATAL MULTIVITAMIN / MINERAL FILM COATED CAPLET",9,2,1,1,9,5,0,0,0
"746","1000093701","THER-RX PRECARE PRENATAL MULTIVITAMIN / MINERAL FILM COATED CAPLET",9,2,1,1,9,5,0,0,0
"747","1000093800","ETHEX NATALCARE RX PRENATAL MULTIVITAMIN/MINERAL TABLETS WITH BETA CAROTENE",9,2,2,18,12,5,0,0,1
"748","1000093900","ETHEX NATALCARE PLUS PRENATAL MULTIVITAMIN/MINERAL TABLETS",9,2,1,18,10,4,0,0,0
"749","1000094000","ETHEX PRENATAL MTR WITH SELENIUM PRENATAL MULTIVITAMIN/MINERAL TABLETS",9,2,1,18,12,10,0,0,1
"750","1000094101","ETHEX ANEMAGEN OB PRENATAL MULTIVITAMIN AND MINERAL SOFT GELATIN CAPSULE",9,2,1,2,8,2,0,0,1
"751","1000094200","ETHEX NATATAB FA PRENATAL VITAMIN AND MINERAL TABLETS WITH FOLIC ACID",9,2,1,18,10,4,0,0,1
"752","1000094300","ETHEX ADVANCED NATALCARE",9,2,1,18,10,5,0,0,2
"753","1000094400","ETHEX ULTRA NATALCARE PRENATAL MULTIVITAMIN/MINERAL TABLETS",9,2,1,18,10,5,0,0,1
"754","1000094401","ETHEX ULTRA NATALCARE PRENATAL MULTIVITAMIN/MULTIMINERAL TABLETS",9,2,1,18,10,5,0,0,1
"755","1000094600","ETHEX PRENATAL Z NEW ADVANCED FORMULA PRENATAL MULTIVITAMIN/MINERAL TABLETS",9,2,1,18,10,5,0,0,0
"756","1000094700","ETHEX PRENATAL RX PRENATAL MULTIVITAMIN/MINERAL TABLETS WITH MICRO-RELEASE IRON",9,2,1,18,12,5,0,0,1
"757","1000094701","ETHEX PRENATAL RX 1 PRENATAL MULTIVITAMIN/MINERAL TABLETS WITH MICRO RELEASE IRON",9,2,1,18,12,5,0,0,1
"758","1000094800","ETHEX PRENATAL MR 90 FE PRENATAL MULTIVITAMIN/MINERAL TABLETS WITH MICRORELEASE IRON",9,2,1,18,10,5,0,0,1
"759","1000094900","ETHEX NATATAB CFE PRENATAL VITAMINS AND MINERALS WITH FOLIC ACID",9,2,1,18,10,4,0,0,1
"760","1000095100","ETHEX NATALCARE CFE 60 PRENATAL MULTIVITAMIN TABLET WITH IRON",9,2,1,18,10,1,0,0,0
"761","1000095300","GOLDLINE CERTAGEN WITH LUTEIN HIGH POTENCY MULTIVITAMIN AND MINERAL FORMULA",9,4,1,18,13,16,0,0,3
"762","1000095301","GOLDLINE CERTAGEN HIGH-POTENCY MULTIVITAMIN AND MINERAL FORMULA WITH LUTEIN AND LYCOPENE",9,4,1,18,13,16,0,0,4
"763","1000095400","GOLDLINE ONE-TABLET-DAILY WITH MINERALS MULTIPLE VITAMIN AND MINERAL FORMULA",9,4,1,18,12,11,0,0,1
"764","1000095401","GOLDLINE ONE-TABLET-DAILY WITH MINERALS MULTIPLE VITAMIN AND MINERAL FORMULA",9,4,1,18,13,16,0,0,2
"765","1000095402","GOLDLINE ONE-TABLET-DAILY WITH MINERALS MULTIPLE VITAMIN AND MINERAL FORMULA",9,4,1,18,13,16,0,0,2
"766","1000096200","GOLDLINE VITAMIN B-6 50 MG",9,4,1,18,1,1,0,0,0
"767","1000096500","GOLDLINE VITAMIN B-1 100 MG",9,4,1,18,1,1,0,0,0
"768","1000098003","KROGER CALCIUM FORMULA 600 MG + VITAMIN D",9,4,1,18,1,1,0,0,0
"769","1000100700","GOLDLINE CHILDREN'S CHEWABLES FRUITY CHEWS MULTIVITAMIN FORMULA",9,1,1,18,10,0,0,0,4
"770","1000100701","GOLDLINE CHILDREN'S CHEWABLES FRUITY CHEWS MULTIVITAMIN FORMULA",9,1,1,18,10,0,0,0,2
"771","1000100800","GOLDLINE CHILDREN'S CHEWABLES FRUITY CHEWS WITH IRON MULTIVITAMIN FORMULA WITH IRON",9,1,1,18,10,1,0,0,4
"772","1000101900","GOLDLINE NIACIN 250 MG",9,4,1,18,1,1,0,0,0
"773","1000102000","GOLDLINE NIACIN 500 MG TIMED-RELEASE",9,4,1,1,1,0,0,0,0
"774","1000103800","GOLDLINE VITAMIN C 500 MG",9,4,1,18,1,0,0,0,0
"775","1000103901","VITA-SMART VITAMIN C CHEWABLE 500 MG CONFIRMED RELEASE",9,4,1,18,1,0,0,0,4
"776","1000104200","GOLDLINE BABY VITAMIN DROPS WITH IRON MULTIVITAMIN",9,1,1,10,8,1,0,0,0
"777","1000104300","GOLDLINE BABY VITAMIN DROPS MULTIVITAMIN FORMULA FOR INFANTS",9,1,1,10,9,0,0,0,0
"778","1000104400","GOLDLINE B-COMPLEX WITH VITAMIN B-12",9,4,1,18,7,0,0,0,0
"779","1000104600","GOLDLINE Z-GEN HIGH POTENCY FORMULA FOR ADULTS",9,4,1,18,8,1,0,0,0
"780","1000105200","TEVA B-COMPLEX VITAMINS PLUS",9,4,1,18,11,6,0,0,0
"781","1000105300","TEVA CHEWABLE MULTIVITAMINS WITH FLUORIDE 0.5 MG",9,4,1,18,10,1,0,0,0
"782","1000105400","TEVA CHEWABLE MULTIVITAMINS WITH FLUORIDE 1 MG",9,4,1,18,10,1,0,0,0
"783","1000105500","TEVA PRENATAL RX WITH BETA-CAROTENE",9,2,2,18,12,5,0,0,1
"784","1000105800","PURITAN'S PRIDE OYSTER CALCIUM (COATED)",9,4,2,18,2,1,0,0,0
"785","1000105900","PURITAN'S PRIDE CHELATED CALCIUM MAGNESIUM",9,4,2,18,0,2,0,0,0
"786","1000106000","PURITAN'S PRIDE VITAMIN C-500 MG WITH ROSE HIPS",9,4,1,18,1,0,0,0,0
"787","1000106100","PURITAN'S PRIDE GARLIC OIL 1000 MG",9,4,1,16,0,0,0,1,0
"788","1000106101","PURITAN'S PRIDE GARLIC OIL 1000 MG",8,4,1,16,0,0,0,1,0
"789","1000106701","ENZYMATIC THERAPY THYROID & L-TYROSINE COMPLEX",9,4,2,2,1,6,1,0,7
"790","1000106800","PURITAN'S PRIDE TIME RELEASE MEGA VITA-MIN LONG ACTING FORMULA",9,4,1,18,13,11,0,8,8
"791","1000106801","PURITAN'S PRIDE TIME RELEASE MEGA VITA-MIN LONG ACTING FORMULA",9,4,1,18,13,11,0,8,8
"792","1000106802","PURITAN'S PRIDE TIME RELEASE MEGA VITA-MIN LONG ACTING FORMULA",8,4,1,18,13,11,0,9,7
"793","1000106900","PURITAN'S PRIDE CRANBERRY CONCENTRATE WITH VITAMIN C",9,4,1,16,2,0,0,1,0
"794","1000106902","PURITAN'S PRIDE NATURAL CRANBERRY FRUIT CONCENTRATE WITH VITAMINS C + E",9,4,1,16,2,0,0,1,0
"795","1000107000","PURITAN'S PRIDE GARLIC TABLETS ODOR FREE (COATED)",9,4,1,18,0,0,0,1,0
"796","1000107001","PURITAN'S PRIDE GARLIC TABLETS ODOR FREE (COATED)",9,4,1,18,0,0,0,1,0
"797","1000107100","PURITAN'S PRIDE VITAMIN B-6 50 MG",9,4,1,18,1,0,0,0,0
"798","1000107300","ETHEX NATALCARE PRENATAL MULTIVITAMIN/MINERAL FILM COATED CAPLET",9,2,1,1,5,5,0,0,0
"799","1000107700","NOW CALCIUM CITRATE PLUS MAGNESIUM, ZINC, COPPER & MANGANESE",9,4,2,18,1,5,0,0,0
"800","1000107900","NOW COQ10 10 MG",9,4,3,2,0,0,0,0,1
"801","1000108000","NOW COQ10 30 MG",9,4,1,2,0,0,0,0,1
"802","1000108100","NOW COQ10 50 MG WITH SELENIUM AND VITAMIN E ENHANCED ABSORPTION BASE",9,4,1,16,1,1,0,0,1
"803","1000108400","NOW GLUCOSAMINE SULFATE 750 MG COMPLEX",9,4,2,2,0,0,0,0,2
"804","1000108500","NOW COQ10 60 MG WITH 200 MG LECITHIN",9,4,1,2,0,0,0,0,2
"805","1000108600","SHAKLEE VITA-E PLUS NATURAL VITAMIN E & SELENIUM WITH GRAPESEED EXTRACT",9,4,2,2,1,1,0,1,0
"806","1000108700","SHAKLEE VITA-CAL CHEWABLE CALCIUM",9,4,3,18,3,2,0,0,2
"807","1000108800","SHAKLEE ZINC HIGH POTENCY",9,4,1,18,0,2,0,0,0
"808","1000108801","SHAKLEE ZINC COMPLEX HIGH POTENCY ZINC & MORE",9,4,1,18,0,2,0,0,0
"809","1000108900","SHAKLEE CALCIUM MAGNESIUM PLUS PHOSPHORUS AND VITAMIN D",9,4,4,18,1,3,0,0,1
"810","1000109000","SHAKLEE SUSTAINED RELEASE VITA-C 500 MG HIGH POTENCY VITAMIN C",9,4,1,18,1,0,0,0,3
"811","1000109100","SHAKLEE INSTANT PROTEIN SOY MIX",9,4,2,14,0,0,9,0,5
"812","1000109200","TARGET BRAND BETA CAROTENE VITAMIN A FROM BETA CAROTENE 25,000 IU",9,4,1,16,1,0,0,0,1
"813","1000109400","TARGET BRAND VITAMIN B-COMPLEX WITH C",9,4,1,1,6,0,0,0,0
"814","1000109500","TARGET BRAND CALCIUM & MAGNESIUM",9,4,1,18,0,2,0,0,0
"815","1000109600","TARGET BRAND VITAMIN C 1000 MG",9,4,1,18,1,0,0,0,0
"816","1000109700","TARGET BRAND MULTIVITAMIN & MINERAL NATURAL HIGH POTENCY",9,4,1,18,12,8,0,0,1
"817","1000109800","TARGET BRAND VITAMIN E 400 IU",9,4,1,16,1,0,0,0,0
"818","1000110301","SPRING VALLEY NATURAL SUPER B-COMPLEX IN A BASE OF YEAST AND LIVER",9,4,1,18,8,0,0,0,2
"819","1000110302","SPRING VALLEY NATURAL SUPER B-COMPLEX",8,4,1,18,9,0,0,0,2
"820","1000110400","WEIDER DYNAMIC WEIGHT GAINER HIGH CALORIC POWDERED DRINK MIX CHOCOLATE FLAVOR",9,4,5,24,12,11,0,1,15
"821","1000110500","WEIDER DYNAMIC FAT BURNERS",9,4,2,18,0,2,1,5,1
"822","1000110501","WEIDER FAT BURNERS NEW & IMPROVED FORMULA WITH CHROMIUM PICOLINATE & HERBS, PLUS CHROMIUM PICOLINATE, CAYENNE & YOHIMBE",9,4,4,18,0,1,0,5,2
"823","1000110600","WEIDER DYNAMIC MUSCLE BUILDER POWDERED CHOCOLATE DRINK MIX",9,4,3,24,10,7,0,1,11
"824","1000110601","WEIDER DYNAMIC MUSCLE BUILDER PROTEIN POWDERED DRINK MIX SMOOTH CHOCOLATE",9,4,0.5,25,10,7,0,1,11
"825","1000110800","CVS REGULAR STRENGTH GLUCOSAMINE CHONDROITIN",9,4,6,18,0,0,0,0,6
"826","1000111100","TUMS EX SUGAR FREE EXTRA STRENGTH ANTACID / CALCIUM 300 MG",9,4,2,18,0,1,0,0,2
"827","1000111101","TUMS EX 750 EXTRA STRENGTH ANTACID / CALCIUM SUGAR FREE",8,4,2,18,0,1,0,0,2
"828","1000111200","TUMS 500 CALCIUM CHEWABLE",9,4,1,18,0,1,0,0,2
"829","1000111800","THERAGRAN-M ADVANCED FORMULA HIGH POTENCY MULTIVITAMIN / MULTIMINERAL",9,4,1,1,13,16,0,0,3
"830","1000111801","THERAGRAN-M ADVANCED FORMULA HIGH POTENCY MULTIVITAMIN / MULTIMINERAL",8,4,1,1,13,16,0,0,3
"831","1000112300","NATURE'S PLUS MEGA-STRESS COMPLEX SUSTAINED RELEASE",8,4,1,18,10,3,0,2,2
"832","1000112301","NATURE'S PLUS MEGA-STRESS COMPLEX B-COMPLEX, C AND HERBS SUSTAINED RELEASE",8,4,1,18,10,3,0,2,2
"833","1000112501","SOLGAR RUTIN 50 MG",8,4,1,18,0,1,0,0,2
"834","1000112700","SOLGAR VITAMIN C 500 MG",9,4,1,29,1,0,0,0,1
"835","1000112901","SOLGAR SOLOVITE IRON-FREE VITAMIN AND MINERAL",9,4,1,18,13,6,1,7,11
"836","1000113100","WALGREENS 50 PLUS SUPER AYTINAL HIGH POTENCY VITAMIN, MINERAL AND HERBAL FOR MATURE ADULTS",9,3,1,1,13,11,0,6,3
"837","1000113101","WALGREENS 50 PLUS SUPER AYTINAL HIGH POTENCY VITAMIN, MINERAL AND HERBAL FOR ADULTS 50 PLUS WITH LUTEIN",8,3,1,18,13,11,0,6,3
"838","1000113102","WALGREENS 50 PLUS SUPER AYTINAL HIGH POTENCY VITAMIN, MINERAL AND HERBAL FOR ADULTS 50 PLUS WITH LYCOPENE",8,3,1,18,13,11,0,6,4
"839","1000113200","WALGREENS SUPER B-COMPLEX WITH IRON AND 300 MG VITAMIN C",9,4,1,1,7,1,0,0,0
"840","1000113300","WALGREENS A THRU Z SELECT MULTIVITAMIN / MULTIMINERAL FOR ADULTS 50 PLUS",9,3,1,1,13,15,0,0,4
"841","1000113301","WALGREENS A THRU Z SELECT ANTIOXIDANTS, VITAMINS, MINERALS PLUS LUTEIN MULTIVITAMIN / MULTIMINERAL FOR ADULTS 50 PLUS WI",8,3,1,1,13,14,0,0,5
"842","1000113302","WALGREENS ADVANCED FORMULA A THRU Z SELECT MULTIVITAMIN / MULTIMINERAL BALANCED COMPLETE NEW FORMULA",8,3,1,18,13,14,0,0,5
"843","1000113500","WALGREENS VITAMIN E 400 IU",9,4,1,16,1,0,0,0,0
"844","1000113700","WALGREENS CIRCUS MATES CHEWABLE COMPLETE MULTIPLE VITAMINS WITH ESSENTIAL MINERALS ANIMAL SHAPES",9,1,1,18,12,7,0,0,3
"845","1000113701","KROGER CHILDREN'S CHEWABLE VITAMINS ZIPPY ZOO COMPLETE WITH CALCIUM, IRON, & MINERALS",9,1,1,18,12,7,0,0,2
"846","1000113702","KROGER CHILDREN'S CHEWABLE MULTI-VITAMIN ZIPPY ZOO COMPLETE",8,1,1,18,12,7,0,0,3
"847","1000113800","WALGREENS PHARMACEUTICAL GRADE CALCIUM 600",9,4,1,1,0,1,0,0,0
"848","1000114100","WALGREENS VITAMIN C 100 MG",9,4,1,18,1,0,0,0,0
"849","1000114500","WALGREENS ULTRA CHOICE CHEWABLE MULTIVITAMINS KIDS PREMIUM FORMULA WITH MORE ESSENTIAL NUTRIENTS",9,1,1,18,14,10,0,5,0
"850","1000114600","TRUNATURE GINKGO BILOBA WITH VINPOCETINE STANDARDIZED CONCENTRATED EXTRACT 60 MG",9,4,1,1,0,0,0,1,1
"851","1000114700","TRUNATURE CHILDREN'S CHEWABLE MULTIVITAMINS & IRON ANIMAL SHAPES NOW WITH BETA CAROTENE",9,1,1,18,10,1,0,0,3
"852","1000114800","TRUNATURE CALCIUM HI-CAL 500 MG CALCIUM",9,4,1,18,0,1,0,0,0
"853","1000114900","TRUNATURE COENZYME Q10 30 MG",9,4,1,16,0,0,0,0,1
"854","1000115000","TRUNATURE COENZYME Q10 50 MG",9,4,1,16,0,0,0,0,1
"855","1000115001","TRUNATURE REGULAR STRENGTH COENZYME Q10 50 MG",8,4,1,16,0,0,0,0,1
"856","1000115200","TRUNATURE ST. JOHN'S WORT STANDARDIZED CONCENTRATED EXTRACT 300 MG",9,4,1,1,0,0,0,1,0
"857","1000115400","TRUNATURE ECHINACEA STANDARDIZED CONCENTRATED EXTRACT 125 MG",9,4,1,1,0,0,0,1,0
"858","1000115600","KROGER COMPLETE SENIOR MULTIVITAMIN MULTIMINERAL FOR MATURE ADULTS NOW WITH LUTEIN AND IRON-FREE",9,3,1,18,13,14,0,1,3
